week_ending,roi,name,dept,altitude,no2_weekly_mean,n_valid_days,log_no2
2024-07-28,cobija,Cobija,Pando,lowland,1.3724809620916203e-05,7.0,-11.19630544163638
2024-08-04,cobija,Cobija,Pando,lowland,1.1403567642586526e-05,6.0,-11.381584300418726
2024-08-11,cobija,Cobija,Pando,lowland,1.7043310804826526e-05,4.0,-10.979752759378243
2024-08-18,cobija,Cobija,Pando,lowland,3.5479971208896255e-05,6.0,-10.2465422119974
2024-08-25,cobija,Cobija,Pando,lowland,1.3612290704482404e-05,3.0,-11.20453744506803
2024-09-01,cobija,Cobija,Pando,lowland,,2.0,
2024-09-08,cobija,Cobija,Pando,lowland,,1.0,
2024-09-15,cobija,Cobija,Pando,lowland,,1.0,
2024-09-22,cobija,Cobija,Pando,lowland,,0.0,
2024-09-29,cobija,Cobija,Pando,lowland,,2.0,
2024-10-06,cobija,Cobija,Pando,lowland,2.559258179330052e-05,3.0,-10.573208022170467
2024-10-13,cobija,Cobija,Pando,lowland,1.7150309226486407e-05,5.0,-10.97349435381596
2024-10-20,cobija,Cobija,Pando,lowland,7.004119232882871e-06,3.0,-11.869012120144324
2024-10-27,cobija,Cobija,Pando,lowland,1.0259998486734874e-05,3.0,-11.487257865713389
2024-11-03,cobija,Cobija,Pando,lowland,9.274564406676887e-06,6.0,-11.588234914813318
2024-11-10,cobija,Cobija,Pando,lowland,,2.0,
2024-11-17,cobija,Cobija,Pando,lowland,,2.0,
2024-11-24,cobija,Cobija,Pando,lowland,8.319159685508781e-06,3.0,-11.69694930756982
2024-12-01,cobija,Cobija,Pando,lowland,5.885966864777034e-06,3.0,-12.042939537666454
2024-12-08,cobija,Cobija,Pando,lowland,7.439583442611003e-06,4.0,-11.808695699583081
2024-12-15,cobija,Cobija,Pando,lowland,9.069827157784689e-06,7.0,-11.61055735049238
2024-12-22,cobija,Cobija,Pando,lowland,8.04619979452569e-06,6.0,-11.730310653210587
2024-12-29,cobija,Cobija,Pando,lowland,1.0394185999839709e-05,4.0,-11.474263946614169
2025-01-05,cobija,Cobija,Pando,lowland,1.0811313788976316e-05,4.0,-11.434917399102483
2025-01-12,cobija,Cobija,Pando,lowland,5.625959244328367e-06,3.0,-12.088119092087732
2025-01-19,cobija,Cobija,Pando,lowland,1.0054644138141396e-05,3.0,-11.507475926898385
2025-01-26,cobija,Cobija,Pando,lowland,,2.0,
2025-02-02,cobija,Cobija,Pando,lowland,7.92932349351728e-06,4.0,-11.744942835727437
2025-02-09,cobija,Cobija,Pando,lowland,,2.0,
2025-02-16,cobija,Cobija,Pando,lowland,1.0151503877151971e-05,3.0,-11.497888698215215
2025-02-23,cobija,Cobija,Pando,lowland,,2.0,
2025-03-02,cobija,Cobija,Pando,lowland,,2.0,
2025-03-09,cobija,Cobija,Pando,lowland,7.976802706892087e-06,3.0,-11.738972890086272
2025-03-16,cobija,Cobija,Pando,lowland,,1.0,
2025-03-23,cobija,Cobija,Pando,lowland,9.244041092499734e-06,3.0,-11.591531420246168
2025-03-30,cobija,Cobija,Pando,lowland,,2.0,
2025-04-06,cobija,Cobija,Pando,lowland,,0.0,
2025-04-13,cobija,Cobija,Pando,lowland,2.2104139750453353e-06,4.0,-13.022330740951592
2025-04-20,cobija,Cobija,Pando,lowland,,2.0,
2025-04-27,cobija,Cobija,Pando,lowland,5.424536830895377e-06,4.0,-12.124578038976036
2025-05-04,cobija,Cobija,Pando,lowland,5.828404787568797e-06,3.0,-12.052767216386282
2025-05-11,cobija,Cobija,Pando,lowland,8.502326113290305e-06,4.0,-11.675170771519083
2025-05-18,cobija,Cobija,Pando,lowland,6.787181450440564e-06,3.0,-11.90047480560068
2025-05-25,cobija,Cobija,Pando,lowland,1.164279716843172e-06,4.0,-13.663407930957726
2025-06-01,cobija,Cobija,Pando,lowland,1.0597543917609902e-05,3.0,-11.454888289580067
2025-06-08,cobija,Cobija,Pando,lowland,6.603349971782239e-06,4.0,-11.92793346622057
2025-06-15,cobija,Cobija,Pando,lowland,6.382408103470478e-06,4.0,-11.961965086137251
2025-06-22,cobija,Cobija,Pando,lowland,,2.0,
2025-06-29,cobija,Cobija,Pando,lowland,,1.0,
2025-07-06,cobija,Cobija,Pando,lowland,8.162349962061455e-06,5.0,-11.71597844490139
2025-07-13,cobija,Cobija,Pando,lowland,1.0315623956425815e-05,5.0,-11.481850923069276
2025-07-20,cobija,Cobija,Pando,lowland,1.4602046656183201e-05,7.0,-11.134348857144195
2025-07-27,cobija,Cobija,Pando,lowland,1.0722534367503832e-05,7.0,-11.443163015384123
2025-08-03,cobija,Cobija,Pando,lowland,1.059657756481038e-05,3.0,-11.454979480224699
2025-08-10,cobija,Cobija,Pando,lowland,1.029531236818308e-05,5.0,-11.483821876207758
2025-08-17,cobija,Cobija,Pando,lowland,2.1983820145889244e-05,6.0,-10.72520382309457
2025-08-24,cobija,Cobija,Pando,lowland,,1.0,
2025-08-31,cobija,Cobija,Pando,lowland,2.1869483450025696e-05,7.0,-10.7304183426663
2025-09-07,cobija,Cobija,Pando,lowland,9.505566370516327e-06,3.0,-11.563632997211366
2025-09-14,cobija,Cobija,Pando,lowland,2.2803068376938045e-05,5.0,-10.688615453122798
2025-09-21,cobija,Cobija,Pando,lowland,2.0307394441174026e-05,3.0,-10.804525480056526
2025-09-28,cobija,Cobija,Pando,lowland,2.0067608794948342e-05,4.0,-10.816403545505352
2025-10-05,cobija,Cobija,Pando,lowland,9.231041624179662e-06,6.0,-11.592938663793026
2025-10-12,cobija,Cobija,Pando,lowland,1.892768986707377e-05,4.0,-10.874884635738123
2025-10-19,cobija,Cobija,Pando,lowland,1.208628916422245e-05,4.0,-11.323438874759038
2025-10-26,cobija,Cobija,Pando,lowland,,2.0,
2025-11-02,cobija,Cobija,Pando,lowland,,0.0,
2025-11-09,cobija,Cobija,Pando,lowland,,2.0,
2025-11-16,cobija,Cobija,Pando,lowland,7.607404325028084e-06,4.0,-11.786388531655541
2025-11-23,cobija,Cobija,Pando,lowland,,2.0,
2025-11-30,cobija,Cobija,Pando,lowland,1.5066794024038156e-05,3.0,-11.103017306907038
2025-12-07,cobija,Cobija,Pando,lowland,,0.0,
2025-12-14,cobija,Cobija,Pando,lowland,,2.0,
2025-12-21,cobija,Cobija,Pando,lowland,7.034708885333709e-06,3.0,-11.86465424915908
2025-12-28,cobija,Cobija,Pando,lowland,,2.0,
2026-01-04,cobija,Cobija,Pando,lowland,5.5521551644171565e-06,6.0,-12.101324387668818
2026-01-11,cobija,Cobija,Pando,lowland,7.300271746387567e-06,3.0,-11.827598984970239
2026-01-18,cobija,Cobija,Pando,lowland,1.0203566349660815e-05,3.0,-11.492773256661003
2026-01-25,cobija,Cobija,Pando,lowland,,2.0,
2026-02-01,cobija,Cobija,Pando,lowland,7.216604189904676e-06,4.0,-11.839126049509396
2026-02-08,cobija,Cobija,Pando,lowland,5.6109869768162945e-06,3.0,-12.090783922207526
2026-02-15,cobija,Cobija,Pando,lowland,,2.0,
2026-02-22,cobija,Cobija,Pando,lowland,2.9407783422206032e-06,3.0,-12.736836269399824
2026-03-01,cobija,Cobija,Pando,lowland,9.533793641204552e-06,3.0,-11.560667845929778
2026-03-08,cobija,Cobija,Pando,lowland,6.032714132722773e-06,3.0,-12.018313543562869
2026-03-15,cobija,Cobija,Pando,lowland,,2.0,
2026-03-22,cobija,Cobija,Pando,lowland,,2.0,
2026-03-29,cobija,Cobija,Pando,lowland,,2.0,
2026-04-05,cobija,Cobija,Pando,lowland,,1.0,
2026-04-12,cobija,Cobija,Pando,lowland,,2.0,
2026-04-19,cobija,Cobija,Pando,lowland,,2.0,
2026-04-26,cobija,Cobija,Pando,lowland,7.903844701809735e-06,3.0,-11.748161245762121
2026-05-03,cobija,Cobija,Pando,lowland,,1.0,
2026-05-10,cobija,Cobija,Pando,lowland,6.753863295021018e-06,3.0,-11.905395876800794
2018-07-01,cochabamba,Cochabamba,Cochabamba,highland,,1.0,
2018-07-08,cochabamba,Cochabamba,Cochabamba,highland,6.68121228549271e-05,6.0,-9.613626014022975
2018-07-15,cochabamba,Cochabamba,Cochabamba,highland,3.7356897148692954e-05,7.0,-10.194993000817883
2018-07-22,cochabamba,Cochabamba,Cochabamba,highland,3.809261372634668e-05,6.0,-10.175490160076173
2018-07-29,cochabamba,Cochabamba,Cochabamba,highland,4.844221370817972e-05,7.0,-9.935138940319886
2018-08-05,cochabamba,Cochabamba,Cochabamba,highland,3.9909545939846573e-05,4.0,-10.128895016070667
2018-08-12,cochabamba,Cochabamba,Cochabamba,highland,3.5677609378669986e-05,6.0,-10.240987254216071
2018-08-19,cochabamba,Cochabamba,Cochabamba,highland,4.958649723885766e-05,7.0,-9.911791994383092
2018-08-26,cochabamba,Cochabamba,Cochabamba,highland,6.025414030916789e-05,5.0,-9.716939269130176
2018-09-02,cochabamba,Cochabamba,Cochabamba,highland,4.215780945111022e-05,7.0,-10.074090613071775
2018-09-09,cochabamba,Cochabamba,Cochabamba,highland,6.0383077404569395e-05,7.0,-9.714801667701007
2018-09-16,cochabamba,Cochabamba,Cochabamba,highland,4.4879364137786976e-05,7.0,-10.011532464903075
2018-09-23,cochabamba,Cochabamba,Cochabamba,highland,3.521738414702634e-05,6.0,-10.253970729459546
2018-09-30,cochabamba,Cochabamba,Cochabamba,highland,3.872854597995982e-05,5.0,-10.158933607616921
2018-10-07,cochabamba,Cochabamba,Cochabamba,highland,2.2879668039894276e-05,6.0,-10.685261900303809
2018-10-14,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2018-10-21,cochabamba,Cochabamba,Cochabamba,highland,2.390732505116302e-05,3.0,-10.641325658488148
2018-10-28,cochabamba,Cochabamba,Cochabamba,highland,2.703132837188229e-05,4.0,-10.518514054529696
2018-11-04,cochabamba,Cochabamba,Cochabamba,highland,1.727840859679084e-05,4.0,-10.9660528939225
2018-11-11,cochabamba,Cochabamba,Cochabamba,highland,2.7936603588581875e-05,5.0,-10.485572772420007
2018-11-18,cochabamba,Cochabamba,Cochabamba,highland,2.1551385884429984e-05,4.0,-10.745070433299963
2018-11-25,cochabamba,Cochabamba,Cochabamba,highland,2.2443685366506215e-05,3.0,-10.704501258775387
2018-12-02,cochabamba,Cochabamba,Cochabamba,highland,1.8544514800777366e-05,4.0,-10.895336510709425
2018-12-09,cochabamba,Cochabamba,Cochabamba,highland,2.4050011827164412e-05,6.0,-10.635375069638636
2018-12-16,cochabamba,Cochabamba,Cochabamba,highland,2.2281917060355086e-05,4.0,-10.71173510260519
2018-12-23,cochabamba,Cochabamba,Cochabamba,highland,6.857363070521493e-06,3.0,-11.890187582176303
2018-12-30,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2019-01-06,cochabamba,Cochabamba,Cochabamba,highland,1.2984173126970943e-05,4.0,-11.25177939397066
2019-01-13,cochabamba,Cochabamba,Cochabamba,highland,9.538912634439523e-06,5.0,-11.560131058618747
2019-01-20,cochabamba,Cochabamba,Cochabamba,highland,2.3495061496152562e-05,4.0,-10.658720307998468
2019-01-27,cochabamba,Cochabamba,Cochabamba,highland,2.4097888720136094e-05,4.0,-10.63338632627881
2019-02-03,cochabamba,Cochabamba,Cochabamba,highland,,1.0,
2019-02-10,cochabamba,Cochabamba,Cochabamba,highland,2.5555388747432376e-05,4.0,-10.574662353672986
2019-02-17,cochabamba,Cochabamba,Cochabamba,highland,2.0318666678419238e-05,3.0,-10.803970553626357
2019-02-24,cochabamba,Cochabamba,Cochabamba,highland,2.7317624261772483e-05,6.0,-10.507978486714475
2019-03-03,cochabamba,Cochabamba,Cochabamba,highland,2.4002914077556493e-05,5.0,-10.63733531508894
2019-03-10,cochabamba,Cochabamba,Cochabamba,highland,2.2705296773806014e-05,6.0,-10.692912322642877
2019-03-17,cochabamba,Cochabamba,Cochabamba,highland,1.3937127781163799e-05,5.0,-11.180954215384768
2019-03-24,cochabamba,Cochabamba,Cochabamba,highland,2.305616361239353e-05,6.0,-10.677577422427918
2019-03-31,cochabamba,Cochabamba,Cochabamba,highland,1.6968652374673065e-05,4.0,-10.984142894088718
2019-04-07,cochabamba,Cochabamba,Cochabamba,highland,2.38693828539231e-05,5.0,-10.642913972412657
2019-04-14,cochabamba,Cochabamba,Cochabamba,highland,3.033203942971204e-05,7.0,-10.403305997188673
2019-04-21,cochabamba,Cochabamba,Cochabamba,highland,2.737810960644754e-05,6.0,-10.505766783349207
2019-04-28,cochabamba,Cochabamba,Cochabamba,highland,2.2707700205644657e-05,5.0,-10.692806474889998
2019-05-05,cochabamba,Cochabamba,Cochabamba,highland,3.791794118125153e-05,5.0,-10.180086175794779
2019-05-12,cochabamba,Cochabamba,Cochabamba,highland,2.7818708475173066e-05,6.0,-10.48980179687541
2019-05-19,cochabamba,Cochabamba,Cochabamba,highland,4.7543138450898893e-05,7.0,-9.953873081154065
2019-05-26,cochabamba,Cochabamba,Cochabamba,highland,3.306392069129953e-05,7.0,-10.317067879399762
2019-06-02,cochabamba,Cochabamba,Cochabamba,highland,4.208537801119192e-05,7.0,-10.075810193252636
2019-06-09,cochabamba,Cochabamba,Cochabamba,highland,5.8115192039469405e-05,7.0,-9.753083447400702
2019-06-16,cochabamba,Cochabamba,Cochabamba,highland,5.5538913072212256e-05,5.0,-9.79842664645695
2019-06-23,cochabamba,Cochabamba,Cochabamba,highland,4.715377193912039e-05,7.0,-9.962096553375725
2019-06-30,cochabamba,Cochabamba,Cochabamba,highland,5.267013023250214e-05,7.0,-9.8514620518595
2019-07-07,cochabamba,Cochabamba,Cochabamba,highland,5.695116993460149e-05,7.0,-9.773316325093303
2019-07-14,cochabamba,Cochabamba,Cochabamba,highland,5.794909409861925e-05,7.0,-9.755945620766289
2019-07-21,cochabamba,Cochabamba,Cochabamba,highland,3.3872905319610386e-05,6.0,-10.292895116259764
2019-07-28,cochabamba,Cochabamba,Cochabamba,highland,4.7872930815725236e-05,5.0,-9.946960331956763
2019-08-04,cochabamba,Cochabamba,Cochabamba,highland,6.0475782847205896e-05,6.0,-9.713267556579568
2019-08-11,cochabamba,Cochabamba,Cochabamba,highland,5.0357226299622595e-05,6.0,-9.896368427754854
2019-08-18,cochabamba,Cochabamba,Cochabamba,highland,7.010540953291021e-05,7.0,-9.565510598100657
2019-08-25,cochabamba,Cochabamba,Cochabamba,highland,5.471396426345397e-05,7.0,-9.813391592936675
2019-09-01,cochabamba,Cochabamba,Cochabamba,highland,5.527578514221057e-05,7.0,-9.803175627030182
2019-09-08,cochabamba,Cochabamba,Cochabamba,highland,3.489873599647972e-05,3.0,-10.263059947277686
2019-09-15,cochabamba,Cochabamba,Cochabamba,highland,3.434184772693767e-05,4.0,-10.279145897100964
2019-09-22,cochabamba,Cochabamba,Cochabamba,highland,4.379497289099051e-05,6.0,-10.035991521347233
2019-09-29,cochabamba,Cochabamba,Cochabamba,highland,4.9670303394265484e-05,7.0,-9.910103320664245
2019-10-06,cochabamba,Cochabamba,Cochabamba,highland,2.9499088316302845e-05,4.0,-10.431151199628161
2019-10-13,cochabamba,Cochabamba,Cochabamba,highland,2.8086126242658425e-05,7.0,-10.480234831567659
2019-10-20,cochabamba,Cochabamba,Cochabamba,highland,1.335428111913003e-05,6.0,-11.223673541444944
2019-10-27,cochabamba,Cochabamba,Cochabamba,highland,2.7251838381928992e-05,7.0,-10.510389575573557
2019-11-03,cochabamba,Cochabamba,Cochabamba,highland,9.566339137892598e-06,7.0,-11.557259960910109
2019-11-10,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2019-11-17,cochabamba,Cochabamba,Cochabamba,highland,1.673438117459326e-05,5.0,-10.998045201899638
2019-11-24,cochabamba,Cochabamba,Cochabamba,highland,1.9432169611794603e-05,5.0,-10.848580637823975
2019-12-01,cochabamba,Cochabamba,Cochabamba,highland,1.6413928422061524e-05,3.0,-11.017380289552085
2019-12-08,cochabamba,Cochabamba,Cochabamba,highland,1.1386350402720332e-05,3.0,-11.383095253034485
2019-12-15,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2019-12-22,cochabamba,Cochabamba,Cochabamba,highland,1.3360521450218546e-05,5.0,-11.22320635991247
2019-12-29,cochabamba,Cochabamba,Cochabamba,highland,2.8080354254141296e-05,4.0,-10.48044036299802
2020-01-05,cochabamba,Cochabamba,Cochabamba,highland,2.3886827842363966e-05,3.0,-10.64218338726101
2020-01-12,cochabamba,Cochabamba,Cochabamba,highland,1.7315335655496774e-05,3.0,-10.963917995053958
2020-01-19,cochabamba,Cochabamba,Cochabamba,highland,1.578670802808722e-05,6.0,-11.056342236037649
2020-01-26,cochabamba,Cochabamba,Cochabamba,highland,2.5247669114915765e-05,6.0,-10.58677671878451
2020-02-02,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2020-02-09,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2020-02-16,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2020-02-23,cochabamba,Cochabamba,Cochabamba,highland,1.7553133379168265e-05,3.0,-10.950278083865243
2020-03-01,cochabamba,Cochabamba,Cochabamba,highland,1.4318538062651904e-05,4.0,-11.153955492240309
2020-03-08,cochabamba,Cochabamba,Cochabamba,highland,3.0057276398331936e-05,7.0,-10.41240578325562
2020-03-15,cochabamba,Cochabamba,Cochabamba,highland,1.7591784965791523e-05,4.0,-10.948078528195369
2020-03-22,cochabamba,Cochabamba,Cochabamba,highland,1.5709257935205795e-05,3.0,-11.06126034199977
2020-03-29,cochabamba,Cochabamba,Cochabamba,highland,1.108993477618998e-05,5.0,-11.409472637936698
2020-04-05,cochabamba,Cochabamba,Cochabamba,highland,9.27027248712218e-06,6.0,-11.588697784306959
2020-04-12,cochabamba,Cochabamba,Cochabamba,highland,9.41593176725402e-06,5.0,-11.573107434500903
2020-04-19,cochabamba,Cochabamba,Cochabamba,highland,9.985246900792014e-06,5.0,-11.514401864232251
2020-04-26,cochabamba,Cochabamba,Cochabamba,highland,1.104387326173498e-05,6.0,-11.41363473971964
2020-05-03,cochabamba,Cochabamba,Cochabamba,highland,1.0415391213855378e-05,7.0,-11.47222592141667
2020-05-10,cochabamba,Cochabamba,Cochabamba,highland,8.520286103197269e-06,5.0,-11.673060637499379
2020-05-17,cochabamba,Cochabamba,Cochabamba,highland,1.2132441767144767e-05,7.0,-11.319627555419357
2020-05-24,cochabamba,Cochabamba,Cochabamba,highland,1.4220110705177972e-05,7.0,-11.160853348445224
2020-05-31,cochabamba,Cochabamba,Cochabamba,highland,2.102302924768311e-05,7.0,-10.769892090259159
2020-06-07,cochabamba,Cochabamba,Cochabamba,highland,1.3606200900502482e-05,7.0,-11.204984920568872
2020-06-14,cochabamba,Cochabamba,Cochabamba,highland,2.617903823742264e-05,7.0,-10.550551534695801
2020-06-21,cochabamba,Cochabamba,Cochabamba,highland,3.181650810079129e-05,7.0,-10.355525280209307
2020-06-28,cochabamba,Cochabamba,Cochabamba,highland,3.337752580962574e-05,7.0,-10.307627764418262
2020-07-05,cochabamba,Cochabamba,Cochabamba,highland,1.6881221703008704e-05,7.0,-10.989308695644805
2020-07-12,cochabamba,Cochabamba,Cochabamba,highland,1.4285463744391386e-05,7.0,-11.15626805907789
2020-07-19,cochabamba,Cochabamba,Cochabamba,highland,3.05282795700387e-05,6.0,-10.396857104916736
2020-07-26,cochabamba,Cochabamba,Cochabamba,highland,3.851435736887431e-05,4.0,-10.164479467515362
2020-08-02,cochabamba,Cochabamba,Cochabamba,highland,4.1373877846424e-05,7.0,-10.092860846171423
2020-08-09,cochabamba,Cochabamba,Cochabamba,highland,4.670022784318507e-05,7.0,-9.971761514432265
2020-08-16,cochabamba,Cochabamba,Cochabamba,highland,2.8030998291718873e-05,7.0,-10.48219957830516
2020-08-23,cochabamba,Cochabamba,Cochabamba,highland,2.9742764307586575e-05,5.0,-10.422924672106289
2020-08-30,cochabamba,Cochabamba,Cochabamba,highland,3.710294614983913e-05,7.0,-10.201814180456898
2020-09-06,cochabamba,Cochabamba,Cochabamba,highland,5.002026583873751e-05,6.0,-9.903082317880033
2020-09-13,cochabamba,Cochabamba,Cochabamba,highland,4.150447782774918e-05,6.0,-10.089709237084515
2020-09-20,cochabamba,Cochabamba,Cochabamba,highland,3.558863404405388e-05,4.0,-10.243484239508756
2020-09-27,cochabamba,Cochabamba,Cochabamba,highland,3.975720832804202e-05,7.0,-10.132719391718368
2020-10-04,cochabamba,Cochabamba,Cochabamba,highland,2.418710109026611e-05,6.0,-10.629691079702374
2020-10-11,cochabamba,Cochabamba,Cochabamba,highland,1.371499150029127e-05,7.0,-11.19702105331305
2020-10-18,cochabamba,Cochabamba,Cochabamba,highland,1.584256777892075e-05,3.0,-11.052810077460858
2020-10-25,cochabamba,Cochabamba,Cochabamba,highland,1.747248002721484e-05,3.0,-10.954883484694086
2020-11-01,cochabamba,Cochabamba,Cochabamba,highland,2.722114649107651e-05,7.0,-10.511516442190903
2020-11-08,cochabamba,Cochabamba,Cochabamba,highland,1.7459872455696447e-05,6.0,-10.95560531252243
2020-11-15,cochabamba,Cochabamba,Cochabamba,highland,2.247130047415865e-05,7.0,-10.703271597422267
2020-11-22,cochabamba,Cochabamba,Cochabamba,highland,1.7646731866061962e-05,5.0,-10.94495995512575
2020-11-29,cochabamba,Cochabamba,Cochabamba,highland,2.6575803413703338e-05,5.0,-10.535509402257082
2020-12-06,cochabamba,Cochabamba,Cochabamba,highland,1.1303340104406013e-05,3.0,-11.39041229146175
2020-12-13,cochabamba,Cochabamba,Cochabamba,highland,1.5894186441453026e-05,6.0,-11.049557148211008
2020-12-20,cochabamba,Cochabamba,Cochabamba,highland,1.719364685006513e-05,5.0,-10.970970611560725
2020-12-27,cochabamba,Cochabamba,Cochabamba,highland,1.4681732895464751e-05,3.0,-11.12890649709444
2021-01-03,cochabamba,Cochabamba,Cochabamba,highland,,1.0,
2021-01-10,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2021-01-17,cochabamba,Cochabamba,Cochabamba,highland,1.3844389115756777e-05,3.0,-11.187630525409292
2021-01-24,cochabamba,Cochabamba,Cochabamba,highland,,0.0,
2021-01-31,cochabamba,Cochabamba,Cochabamba,highland,1.8862089413493946e-05,6.0,-10.87835650145015
2021-02-07,cochabamba,Cochabamba,Cochabamba,highland,2.19624079201719e-05,4.0,-10.726178297053044
2021-02-14,cochabamba,Cochabamba,Cochabamba,highland,1.5238832927446757e-05,5.0,-11.091663590202
2021-02-21,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2021-02-28,cochabamba,Cochabamba,Cochabamba,highland,2.4496169638313078e-05,5.0,-10.616993793929511
2021-03-07,cochabamba,Cochabamba,Cochabamba,highland,1.4193856763021971e-05,3.0,-11.162701309287492
2021-03-14,cochabamba,Cochabamba,Cochabamba,highland,2.6486629633313196e-05,3.0,-10.538870494435436
2021-03-21,cochabamba,Cochabamba,Cochabamba,highland,1.2563280532866885e-05,4.0,-11.284732242105587
2021-03-28,cochabamba,Cochabamba,Cochabamba,highland,1.4142059952356177e-05,4.0,-11.166357225478796
2021-04-04,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2021-04-11,cochabamba,Cochabamba,Cochabamba,highland,1.98391140074502e-05,4.0,-10.827855113987246
2021-04-18,cochabamba,Cochabamba,Cochabamba,highland,1.8211004423441664e-05,6.0,-10.913484507951184
2021-04-25,cochabamba,Cochabamba,Cochabamba,highland,2.4667974067913794e-05,7.0,-10.610004752079549
2021-05-02,cochabamba,Cochabamba,Cochabamba,highland,3.233014971816962e-05,6.0,-10.339510335301386
2021-05-09,cochabamba,Cochabamba,Cochabamba,highland,3.4123596398289144e-05,7.0,-10.285521436490727
2021-05-16,cochabamba,Cochabamba,Cochabamba,highland,3.022188128804676e-05,7.0,-10.406944349978344
2021-05-23,cochabamba,Cochabamba,Cochabamba,highland,3.442847947719727e-05,6.0,-10.2766264443193
